ATCOCode,NaptanCode,PlateCode,CleardownCode,CommonName,CommonNameLang,ShortCommonName,ShortCommonNameLang,Landmark,LandmarkLang,Street,StreetLang,Crossing,CrossingLang,Indicator,IndicatorLang,Bearing,NptgLocalityCode,LocalityName,ParentLocalityName,GrandParentLocalityName,Town,TownLang,Suburb,SuburbLang,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,DefaultWaitTime,Notes,NotesLang,AdministrativeAreaCode,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Status
0100053265,bstatpj,,,Westover Road,,,,,,Northover Road,,,,NE-bound,,NE,E0035670,Westbury on Trym,Bristol,,,,,,false,UKOS,356856,178091,-2.62294,51.5001,BCT,MKD,OTH,,,,009,2019-06-20T00:00:00,2019-06-20T11:49:27,8,new,active
0100BRP91066,bstatpm,,,Westover Road,,,,,,Northover Road,,,,SW-bound,,SW,E0035670,Westbury on Trym,Bristol,,,,,,false,UKOS,356858,178082,-2.62291,51.50002,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2019-06-20T11:49:35,8,new,active
0100BRP91078,bstdgpm,,,Cricket Lane,,,,,,Greystoke Avenue,,,,o/s,,NE,E0035644,Southmead,Bristol,,,,,,false,UKOS,357521,177950,-2.61334,51.49888,BCT,MKD,OTH,,,,009,2009-07-08T00:00:00,2021-11-18T18:23:12,26,new,active
0100BRP91080,bstdgpa,,,Cricket Lane,,,,,,Greystoke Avenue,,,,nr,,SW,E0035644,Southmead,Bristol,,,,,,false,UKOS,357434,177859,-2.61458,51.49806,BCT,MKD,OTH,,,,009,2009-07-08T00:00:00,2021-11-18T18:23:40,26,new,active
0100BRP91077,bstdadm,,,Westbury High Street,,,,,,High Street,,,,S-bound,,S,E0035670,Westbury on Trym,Bristol,,,,,,false,UKOS,357162,177362,-2.61844,51.49357,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2017-06-22T13:15:20,20,new,active
0100BRP91075,bstawdw,,,Falcondale Road,,,,,,Henbury Road,,,,N-bound,,N,E0035670,Westbury on Trym,Bristol,,,,,,false,UKOS,356989,177784,-2.62098,51.49735,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP91064,bstaptj,,,Tormarton Crescent,,,,,,Station Road,,,,NE-bound,,NE,E0035609,Henbury,Bristol,,,,,,false,UKOS,356543,179565,-2.62763,51.51333,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2024-11-29T10:37:02,47,new,active
0100BRP91065,bstapmt,,,Tormarton Crescent,,,,,,Station Road,,,,SW-bound,,SW,E0035609,Henbury,Bristol,,,,,,false,UKOS,356516,179524,-2.62801,51.51296,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2018-07-11T13:41:00,34,new,active
0100BRP91057,bstatpa,,,Crow Lane Lay-by,,,,,,Crow Lane,,,,NE-bound,,NE,E0035609,Henbury,Bristol,,,,,,false,UKOS,356843,179042,-2.62324,51.50865,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP91055,bstatpt,,,Crow Lane Lay-by,,,,,,Crow Lane,,,,SW-bound,,SW,E0035609,Henbury,Bristol,,,,,,false,UKOS,356847,179013,-2.62318,51.50839,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2018-07-11T13:25:08,13,new,active
0100BRP91054,bstawta,,,Brentry Roundabout,,,,,,Crow Lane,,,,E-bound,,E,E0035579,Brentry,Bristol,,,,,,false,UKOS,357102,179134,-2.61952,51.5095,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2018-07-11T13:21:03,13,new,active
0100BRP91053,bstawtg,,,Brentry Roundabout,,,,,,Crow Lane,,,,W-bound,,W,E0035579,Brentry,Bristol,,,,,,false,UKOS,357105,179128,-2.61947,51.50944,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2018-07-11T13:22:48,13,new,active
0100BRP91063,bstapaw,,,Marissal Road,,,,,,Station Road,,,,N-bound,,N,E0035609,Henbury,Bristol,,,,,,false,UKOS,356415,179348,-2.62944,51.51137,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2018-07-11T13:37:36,21,new,active
0100BRP91062,bstapdg,,,Marissal Road,,,,,,Station Road,,,,S-bound,,S,E0035609,Henbury,Bristol,,,,,,false,UKOS,356425,179357,-2.6293,51.51145,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2017-05-10T16:54:21,18,new,active
0100BRP91061,bstamwt,,,Avonmouth Way,,,,,,Station Road,,,,S-bound,,S,E0035609,Henbury,Bristol,,,,,,false,UKOS,356300,178949,-2.63105,51.50777,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP91060,bstamwm,,,Avonmouth Way,,,,,,Station Road,,,,N-bound,,N,E0035609,Henbury,Bristol,,,,,,false,UKOS,356293,178962,-2.63115,51.50789,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2018-07-11T13:33:23,13,new,active
0100BRP90986,bstdatw,,,Black Boy Hill,,,,,,Upper Belgrave Road,,,,B,,N,E0035635,Redland,Bristol,,,,,,false,UKOS,357308,174876,-2.61603,51.47123,BCT,MKD,OTH,,,,009,2009-06-26T00:00:00,2018-07-05T13:55:15,16,new,active
0100BRP90987,bstdgap,,,Black Boy Hill,,,,,,Westbury Road,,,,C,,S,E0035635,Redland,Bristol,,,,,,false,UKOS,357360,174842,-2.61528,51.47093,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2018-07-05T13:57:59,27,new,active
0100BRP90988,bstdgda,,,Black Boy Hill,,,,,,Westbury Road,,,,D,,S,E0035635,Redland,Bristol,,,,,,false,UKOS,357369,174816,-2.61515,51.47069,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2017-08-10T16:54:16,10,new,active
0100BRA10941,bstdajd,,,Black Boy Hill,,,,,,Stoke Road,,,,A,,NW,E0035635,Redland,Bristol,,,,,,false,UKOS,357237,174863,-2.61705,51.47111,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2018-07-05T13:52:55,16,new,active
0100BRP90990,bstdmam,,,Clifton Down Station,,,,,,Whiteladies Road,,,,S-bound,,S,N0077028,Clifton Down,Bristol,,,,,,false,UKOS,357760,174078,-2.60943,51.46409,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2019-10-14T14:47:05,38,new,active
0100BRP90983,bstdjwa,,,Clifton Down Station,,,,,,Whiteladies Road,,,,N-bound,,N,N0077028,Clifton Down,Bristol,,,,,,false,UKOS,357750,174090,-2.60958,51.46419,BCT,MKD,OTH,,,,009,2009-06-26T00:00:00,2019-10-14T14:46:52,27,new,active
0100BRP90981,bstdmga,,,Belgrave Road,,,,,,Whiteladies Road,,,,S-bound,,S,E0035590,Clifton,Bristol,,,,,,false,UKOS,357822,173740,-2.6085,51.46105,BCT,MKD,OTH,,,,009,2009-02-06T00:00:00,2018-07-05T13:26:19,15,new,active
0100BRP90979,bstdmdp,,,Belgrave Road,,,,,,Whiteladies Road,,,,N-bound,,N,E0035590,Clifton,Bristol,,,,,,false,UKOS,357815,173734,-2.6086,51.461,BCT,MKD,OTH,,,,009,2009-02-06T00:00:00,2018-07-05T13:29:42,16,new,active
0100BRP90677,bstmjgm,,,Stoke Lane,,,,,,Stoke Lane,,,,NW-bound,,NW,E0035581,Broomhill,Bristol,,,,,,false,UKOS,362576,176992,-2.54042,51.49063,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2023-11-01T13:04:43,12,new,active
0100BRP90678,bstmjgp,,,Stoke Lane,,,,,,Stoke Lane,,,,SE-bound,,SE,E0035581,Broomhill,Bristol,,,,,,false,UKOS,362588,176988,-2.54025,51.49059,BCT,MKD,OTH,,,,009,2005-12-23T00:00:00,2023-11-01T13:04:21,12,new,active
0100BRP90405,bstgtga,,,The Horsefair,,,,,,The Horsefair,,,,S5,,E,N0080902,Cabot Circus,Bristol,,,,,,false,UKOS,359222,173487,-2.58832,51.45888,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2026-06-30T15:14:19,63,delete,inactive
0100BRP90409,bstgtgt,,,The Horsefair,,,,,,The Horsefair,,,,S3,,E,N0080902,Cabot Circus,Bristol,,,,,,false,UKOS,359239,173489,-2.58807,51.4589,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2026-06-30T15:15:21,65,delete,inactive
0100BRP90408,bstgtjd,,,The Horsefair,,,,,,The Horsefair,,,,S16,,E,N0080902,Cabot Circus,Bristol,,,,,,false,UKOS,359259,173489,-2.58779,51.4589,BCT,MKD,OTH,,,,009,2009-07-01T00:00:00,2026-06-30T15:15:44,61,delete,inactive
0100BRP90674,bstmgwp,,,Sheldrake Drive,,,,,,Frenchay Park Road,,,,W-bound,,W,E0035581,Broomhill,Bristol,,,,,,false,UKOS,362475,176860,-2.54186,51.48943,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2023-11-01T13:03:50,4,new,active
0100BRA10567,bstmgmd,,,Sheldrake Drive,,,,,,Frenchay Park Road,,,,NE-bound,,NE,E0035581,Broomhill,Bristol,,,,,,false,UKOS,362337,176816,-2.54384,51.48903,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2023-11-01T13:02:44,14,new,active
0100BRA10570,bstmjpa,,,Begbrook Lane,,,,,,Frenchay Park Road,,,,W-bound,,W,E0035581,Broomhill,Bristol,,,,,,false,UKOS,362668,176958,-2.53909,51.49033,BCT,MKD,OTH,,,,009,2007-05-14T00:00:00,2018-05-14T16:11:44,12,new,active
0100BRP90673,bstmjmj,,,Begbrook Lane,,,,,,Frenchay Park Road,,,,E-bound,,E,E0035581,Broomhill,Bristol,,,,,,false,UKOS,362639,176957,-2.53951,51.49032,BCT,MKD,OTH,,,,009,2008-09-05T00:00:00,2018-05-14T16:11:23,12,new,active
0100BRP90671,bstmpdt,,,Five Acre Drive,,,,,,Frenchay Park Road,,,,SW-bound,,SW,E0035581,Broomhill,Bristol,,,,,,false,UKOS,362947,177198,-2.5351,51.4925,BCT,MKD,OTH,,,,009,2008-09-05T00:00:00,2016-10-31T10:46:59,4,new,active
0100BRA10571,bstmpgd,,,Five Acre Drive,,,,,,Frenchay Park Road,,,,NE-bound,,NE,E0035581,Broomhill,Bristol,,,,,,false,UKOS,362984,177253,-2.53457,51.493,BCT,MKD,OTH,,,,009,2007-04-02T00:00:00,2020-08-18T11:58:23,14,new,active
0100BRP91018,bstawdj,,,The Avenue,,,,,,Clifton Down,,,,NE-bound,,NE,N0081137,The Downs,Bristol,,,,,,false,UKOS,356950,174275,-2.62111,51.4658,BCT,MKD,OTH,,,,009,2007-01-02T00:00:00,2020-02-21T14:25:49,10,new,active
0100BRP91017,bstawam,,,The Avenue,,,,,,Clifton Down,,,,SW-bound,,SW,N0081137,The Downs,Bristol,,,,,,false,UKOS,356937,174246,-2.6213,51.46554,BCT,MKD,OTH,,,,009,2007-01-02T00:00:00,2020-02-21T14:26:04,10,new,active
0100BRP91013,bstaptw,,,Bridge Valley Road,,,,,,The Promenade,,,,N-bound,,N,E0035590,Clifton,Bristol,,,,,,false,UKOS,356578,173846,-2.62642,51.46191,BCT,MKD,OTH,,,,009,2007-01-02T00:00:00,2023-12-13T14:14:20,6,new,active
0100BRP91014,bstapwm,,,Bridge Valley Road,,,,,,The Promenade,,,,S-bound,,S,E0035590,Clifton,Bristol,,,,,,false,UKOS,356591,173867,-2.62623,51.4621,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2023-12-13T14:13:55,6,new,active
0100BRP91024,bstatma,,,College Road,,,,,,College Road,,,,SE-bound,,SE,E0035590,Clifton,Bristol,,,,,,false,UKOS,356722,174002,-2.62436,51.46333,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2022-09-01T11:46:45,12,new,active
0100BRP91016,bstatjt,,,College Road,,,,,,Clifton Down,,,,A,,NE,E0035590,Clifton,Bristol,,,,,,false,UKOS,356752,174072,-2.62394,51.46396,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2022-09-01T11:48:20,20,new,active
0100BRP91015,bstatgp,,,College Road,,,,,,Clifton Down,,,,B,,SW,E0035590,Clifton,Bristol,,,,,,false,UKOS,356720,174028,-2.6244,51.46356,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2022-09-01T11:47:47,20,new,active
0100BRP91021,bstdadw,,,Guthrie Road,,,,,,Pembroke Road,,,,N-bound,,N,E0035590,Clifton,Bristol,,,,,,false,UKOS,357173,174065,-2.61788,51.46393,BCT,MKD,OTH,,,,009,2009-07-08T00:00:00,2016-10-31T10:46:59,4,new,active
0100BRP91022,bstdagp,,,Guthrie Road,,,,,,Pembroke Road,,,,S-bound,,S,E0035590,Clifton,Bristol,,,,,,false,UKOS,357216,174023,-2.61726,51.46355,BCT,MKD,OTH,,,,009,2009-07-08T00:00:00,2016-10-31T10:46:59,4,new,active
0100BRP91019,bstawmg,,,Downfield Road,,,,,,Pembroke Road,,,,NW-bound,,NW,E0035590,Clifton,Bristol,,,,,,false,UKOS,357069,174253,-2.6194,51.46561,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2023-02-08T16:23:06,17,new,active
0100BRP91020,bstawpt,,,Downfield Road,,,,,,Pembroke Road,,,,SE-bound,,SE,E0035590,Clifton,Bristol,,,,,,false,UKOS,357085,174247,-2.61917,51.46556,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2023-02-08T12:13:56,4,new,active
0100BRZ01661,bstgdpj,,,Quantock Road,,,,,,Quantock Road,,,,SW-bound,,SW,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,358813,171222,-2.59394,51.43849,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRZ01660,bstgdpa,,,Quantock Road,,,,,,Quantock Road,,,,NE-bound,,NE,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,358810,171229,-2.59399,51.43855,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2016-10-31T10:46:58,4,new,active
0100053340,bstgdag,,,Porlock Road,,,,,,Quantock Road,,,,SW-bound,,SW,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,358736,171120,-2.59504,51.43756,BCT,CUS,OTH,,,,009,2016-10-31T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRZ01659,bstgawa,,,Porlock Road,,,,,,Quantock Road,,,,NE-bound,,NE,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,358729,171123,-2.59514,51.43759,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRZ01657,bstdwpt,,,Mendip Road,,,,,,Mendip Road,,,,NE-bound,,NE,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,358590,171041,-2.59713,51.43684,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2019-06-20T11:37:35,8,new,active
0100BRZ01658,bstdwpw,,,Mendip Road,,,,,,Mendip Road,,,,SW-bound,,SW,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,358595,171034,-2.59706,51.43678,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2019-06-20T11:37:51,8,new,active
0100BRZ01669,bstgmgj,,,Somerset Terrace,,,,,,Somerset Terrace,,,,NE-bound,,NE,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,358948,171266,-2.592,51.43889,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRZ01668,bstgmgt,,,Somerset Terrace,,,,,,Somerset Terrace,,,,SW-bound,,SW,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,358952,171259,-2.59195,51.43883,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRZ01666,bstgpga,,,Orwell Street,,,,,,Orwell Street,,,,SE-bound,,SE,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,359033,171348,-2.59079,51.43964,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2017-08-17T11:21:20,14,new,active
0100BRZ01667,bstgpdm,,,Orwell Street,,,,,,Orwell Street,,,,NW-bound,,NW,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,359027,171339,-2.59088,51.43955,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2017-08-17T11:21:46,14,new,active
0100BRZ01664,bstgmpw,,,Vivian St Orwell Street,,,,,,Vivian Street,,,,NE-bound,,NE,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,358995,171383,-2.59134,51.43995,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2019-10-11T13:47:47,10,delete,inactive
0100BRZ01665,bstgmtj,,,Vivian St Orwell Street,,,,,,Vivian Street,,,,SW-bound,,SW,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,359003,171381,-2.59123,51.43993,BCT,CUS,OTH,,,,009,2009-08-25T00:00:00,2019-10-11T13:47:57,10,delete,inactive
0100BRZ00702,bstatjg,,,Wot Baptist Church,,,,,,Reedley Road,,,,SW-bound,,SW,E0035653,Stoke Bishop,Bristol,,,,,,false,UKOS,356739,176571,-2.62443,51.48642,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2017-10-25T15:46:40,11,delete,inactive
0100BRZ00703,bstatgt,,,Wot Baptist Church,,,,,,Reedley Road,,,,NE-bound,,NE,E0035653,Stoke Bishop,Bristol,,,,,,false,UKOS,356730,176576,-2.62456,51.48647,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2017-10-25T15:46:30,11,delete,inactive
0100BRA10059,bstdagj,,,Durnford Street,,,,,,Duckmoor Road,,,,NW-bound,,NW,E0035562,Ashton Gate,Bristol,,,,,,false,UKOS,357207,171461,-2.61707,51.44052,BCT,MKD,OTH,,,,009,2006-09-07T00:00:00,2014-01-30T13:49:06,4,new,active
0100BRZ00699,bstdadg,,,Durnford Street,,,,,,Duckmoor Road,,,,SE-bound,,SE,E0035562,Ashton Gate,Bristol,,,,,,false,UKOS,357123,171547,-2.61829,51.44128,BCT,MKD,OTH,,,,009,2009-02-10T00:00:00,2023-12-13T14:44:37,4,new,active
0100BRA10055,bstdjpg,,,Greville Road,,,,,,North Street,,,,E-bound,,E,E0035645,Southville,Bristol,,,,,,false,UKOS,357685,171445,-2.6102,51.44041,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2026-06-26T13:38:39,45,new,active
0100BRZ00698,bstdjmd,,,Greville Road,,,,,,North Street,,,,NW-bound,,NW,E0035645,Southville,Bristol,,,,,,false,UKOS,357599,171495,-2.61144,51.44085,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2026-06-26T13:42:02,50,new,active
0100BRZ00695,bstamjd,,,Windmill Lane,,,,,,Hallen Road,,,,S-bound,,S,E0035609,Henbury,Bristol,,,,,,false,UKOS,355853,179203,-2.63752,51.51002,BCT,MKD,OTH,,,,009,2007-09-19T00:00:00,2017-06-14T15:30:39,20,new,active
0100BRZ00696,bstpdwg,,,Windmill Lane,,,,,,Hallen Road,,,,N-bound,,N,E0035609,Henbury,Bristol,,,,,,false,UKOS,355808,179338,-2.63819,51.51123,BCT,MKD,OTH,,,,009,2007-11-09T00:00:00,2017-06-14T15:30:01,10,new,active
0100BRZ01656,bstgdjm,,,Eldon Terrace,,,,,,Windmill Hill,,,,NW-bound,,NW,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,358785,171345,-2.59436,51.43959,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2022-05-23T10:53:31,12,new,active
0100BRZ01655,bstgdjw,,,Eldon Terrace,,,,,,Windmill Hill,,,,SE-bound,,SE,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,358791,171350,-2.59427,51.43964,BCT,CUS,OTH,,,,009,2009-08-25T00:00:00,2022-05-23T10:53:46,12,new,active
0100BRZ01652,bstajmt,,,Sea Mills Station,,,,,,,,,,NE-bound,,NE,E0035641,Sea Mills,Bristol,,,,,,false,UKOS,354962,175819,-2.64993,51.47952,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2019-07-10T14:46:07,13,delete,inactive
0100BRZ00704,bstatam,,,Reedley Road,,,,,,Reedley Road,,,,NE-bound,,NE,E0035653,Stoke Bishop,Bristol,,,,,,false,UKOS,356621,176412,-2.62611,51.48499,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2017-10-11T13:01:16,7,delete,inactive
0100BRZ00705,bstatdg,,,Reedley Road,,,,,,Reedley Road,,,,SW-bound,,SW,E0035653,Stoke Bishop,Bristol,,,,,,false,UKOS,356649,176434,-2.62571,51.48519,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2017-10-11T13:01:28,7,delete,inactive
0100BRP90342,bstgdwa,,,Broadmead,,,,,,Lewins Mead,,,,B1,,E,N0077024,Broadmead,Bristol,,,,,,false,UKOS,358824,173360,-2.59403,51.45771,BCT,MKD,OTH,,,,009,2009-02-10T00:00:00,2023-11-02T13:56:45,59,new,active
0100BRP90347,bstgmwa,,,The Haymarket,,,,,,The Haymarket,,,,B8,,SW,N0077024,Broadmead,Bristol,,,,,,false,UKOS,359008,173462,-2.5914,51.45864,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2020-08-18T14:56:10,22,new,active
0100BRP90345,bstgmtg,,,The Haymarket,,,,,,The Haymarket,,,,B7,,N,N0077024,Broadmead,Bristol,,,,,,false,UKOS,359002,173494,-2.59149,51.45893,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2018-04-18T13:43:54,20,new,active
0100BRP90349,bstgmta,,,The Haymarket,,,,,,The Haymarket,,,,B10,,SW,N0077024,Broadmead,Bristol,,,,,,false,UKOS,358984,173426,-2.59174,51.45832,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2020-08-18T14:57:27,23,new,active
0100BRP90346,bstgmwm,,,The Haymarket,,,,,,The Haymarket,,,,DEL,,N,N0077024,Broadmead,Bristol,,,,,,false,UKOS,359012,173467,-2.59134,51.45869,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2020-08-18T14:58:38,31,delete,inactive
0100BRP90348,bstgmtw,,,The Haymarket,,,,,,The Haymarket,,,,DELT,,N,N0077024,Broadmead,Bristol,,,,,,false,UKOS,358997,173446,-2.59155,51.4585,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2020-08-18T14:58:53,22,delete,inactive
0100BRP90343,bstgmjw,,,The Haymarket,,,,,,The Haymarket,,,,DELted,,N,N0077024,Broadmead,Bristol,,,,,,false,UKOS,358975,173451,-2.59187,51.45854,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2019-10-08T11:51:28,23,delete,inactive
0100BRP90344,bstgmpt,,,The Haymarket,,,,,,The Haymarket,,,,B9,,N,N0077024,Broadmead,Bristol,,,,,,false,UKOS,358993,173479,-2.59161,51.45879,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2018-04-18T13:45:59,20,new,active
0100BRP90327,bstdtja,,,College Green,,,,,,College Green,,,,P1,,NW,N0076879,Bristol City Centre,Bristol,,,,,,true,UKOS,358345,172841,-2.60086,51.45301,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2024-12-03T15:17:43,74,new,active
0100BRP90326,bstdtga,,,College Green,,,,,,Park Street,,,,P2,,SE,N0076879,Bristol City Centre,Bristol,,,,,,true,UKOS,358313,172890,-2.60133,51.45345,BCT,MKD,OTH,,,,009,2009-06-29T00:00:00,2020-08-18T14:48:48,58,new,active
0100BRP90309,bstgwjp,,,Temple Way,,,,,,,,,,T9,,S,N0077020,Temple Meads,Bristol,,,,,,false,UKOS,359483,172643,-2.58447,51.45131,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2024-12-05T13:48:16,72,new,active
0100BRP90320,bstgwga,,,Temple Way,,,,,,Temple Way,,,,T8,,N,N0077020,Temple Meads,Bristol,,,,,,false,UKOS,359464,172660,-2.58474,51.45146,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2023-03-10T09:08:47,55,new,active
0100BRP90388,bstgmwt,,,Union Street,,,,,,Union Street,,,,B14,,N,N0077024,Broadmead,Bristol,,,,,,false,UKOS,359022,173234,-2.59117,51.45659,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2018-07-05T12:41:14,32,new,active
0100BRP90386,bstgpdw,,,Union Street,,,,,,Union Street,,,,B19,,N,N0077024,Broadmead,Bristol,,,,,,false,UKOS,359035,173196,-2.59098,51.45625,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2018-07-05T12:36:21,32,new,active
0100BRP90396,bstgmjm,,,Union Street,,,,,,Union Street,,,,B12,,N,N0077024,Broadmead,Bristol,,,,,,false,UKOS,358976,173340,-2.59184,51.45754,BCT,MKD,OTH,,,,009,2009-07-01T00:00:00,2018-07-05T12:47:41,34,new,active
0100BRP90387,bstgpam,,,Union Street,,,,,,Union Street,,,,B16,,N,N0077024,Broadmead,Bristol,,,,,,false,UKOS,359027,173219,-2.59109,51.45646,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2018-07-05T12:38:42,28,new,active
0100BRP90385,bstgpaj,,,Wine Street,,,,,,Wine Street,,,,B18,,W,N0077024,Broadmead,Bristol,,,,,,false,UKOS,359008,173106,-2.59135,51.45544,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2018-07-05T12:31:31,30,new,active
0100BRP90384,bstgmpm,,,Wine Street,,,,,,Wine Street,,,,B17,,E,N0077024,Broadmead,Bristol,,,,,,false,UKOS,358991,173105,-2.5916,51.45543,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2018-07-05T10:29:37,28,new,active
0100BRP90357,bstgwmw,,,Cabot Circus South,,,,,,Bond Street South,,,,S15,,SE,N0080902,Cabot Circus,Bristol,,,,,,false,UKOS,359532,173210,-2.58383,51.45641,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2019-10-08T14:08:15,57,new,active
0100BRP90356,bstgwjd,,,Cabot Circus South,,,,,,Bond Street South,,,,S13,,N,N0080902,Cabot Circus,Bristol,,,,,,false,UKOS,359489,173218,-2.58445,51.45648,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2023-04-21T17:20:35,55,new,active
0100BRP90354,bstgwgp,,,Cabot Circus South,,,,,,Bond Street South,,,,S14,,N,N0080902,Cabot Circus,Bristol,,,,,,false,UKOS,359479,173244,-2.58459,51.45671,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2023-04-21T17:19:15,97,new,active
0100BRA16911,bstpaga,,,Rupert Street,,,,,,Rupert Street,,,,B6,,SW,N0077024,Broadmead,Bristol,,,,,,false,UKOS,358759,173249,-2.59495,51.45671,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2018-07-18T14:59:51,26,new,active
0100BRA16910,bstpagj,,,Rupert Street,,,,,,Rupert Street,,,,DEL,,SW,N0077024,Broadmead,Bristol,,,,,,false,UKOS,358777,173242,-2.59469,51.45665,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2019-10-08T12:06:56,28,delete,inactive
0100BRP90368,bstgdtd,,,Broadmead,,,,,,Rupert Street,,,,B2,,SW,N0077024,Broadmead,Bristol,,,,,,false,UKOS,358835,173284,-2.59387,51.45703,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2018-04-19T10:32:15,35,new,active
0100BRP90369,bstgdmt,,,Rupert Street,,,,,,Rupert Street,,,,B4,,SW,N0077024,Broadmead,Bristol,,,,,,false,UKOS,358786,173259,-2.59457,51.4568,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2018-07-18T14:58:33,33,new,active
